Process issue. Check mapping files and reference data 	Holdings id '003574099' not in hold id map.	row 1672624	
Process issue. Check mapping files and reference data 	Holdings id '003574099' not in hold id map.	row 1672625	
Process issue. Check mapping files and reference data 	Holdings id '003574099' not in hold id map.	row 1672626	
Process issue. Check mapping files and reference data 	Holdings id '003574099' not in hold id map.	row 1672627	
Process issue. Check mapping files and reference data 	Holdings id '003574099' not in hold id map.	row 1672628	
Process issue. Check mapping files and reference data 	Holdings id '003574099' not in hold id map.	row 1672629	
Process issue. Check mapping files and reference data 	Holdings id '003574099' not in hold id map.	row 1672630	
Process issue. Check mapping files and reference data 	Holdings id '003574134' not in hold id map.	row 1672703	
Process issue. Check mapping files and reference data 	Holdings id '003574134' not in hold id map.	row 1672704	
Process issue. Check mapping files and reference data 	Holdings id '003574134' not in hold id map.	row 1672705	
Process issue. Check mapping files and reference data 	Holdings id '003574134' not in hold id map.	row 1672706	
Process issue. Check mapping files and reference data 	Holdings id '003574134' not in hold id map.	row 1672707	
Process issue. Check mapping files and reference data 	Holdings id '003574134' not in hold id map.	row 1672708	
Process issue. Check mapping files and reference data 	Holdings id '003574134' not in hold id map.	row 1672709	
Process issue. Check mapping files and reference data 	Holdings id '003574134' not in hold id map.	row 1672710	
Process issue. Check mapping files and reference data 	Holdings id '003574134' not in hold id map.	row 1672711	
Process issue. Check mapping files and reference data 	Holdings id '003574134' not in hold id map.	row 1672712	
Process issue. Check mapping files and reference data 	Holdings id '003574134' not in hold id map.	row 1672713	
Process issue. Check mapping files and reference data 	Holdings id '003574134' not in hold id map.	row 1672714	
Process issue. Check mapping files and reference data 	Holdings id '003574134' not in hold id map.	row 1672715	
Process issue. Check mapping files and reference data 	Holdings id '003609081' not in hold id map.	row 1700252	
Process issue. Check mapping files and reference data 	Holdings id '003609081' not in hold id map.	row 1700253	
Process issue. Check mapping files and reference data 	Holdings id '003609081' not in hold id map.	row 1700254	
Process issue. Check mapping files and reference data 	Holdings id '003609081' not in hold id map.	row 1700255	
Process issue. Check mapping files and reference data 	Holdings id '003609081' not in hold id map.	row 1700256	
Process issue. Check mapping files and reference data 	Holdings id '003609081' not in hold id map.	row 1700257	
Process issue. Check mapping files and reference data 	Holdings id '003609081' not in hold id map.	row 1700258	
Process issue. Check mapping files and reference data 	Holdings id '003609081' not in hold id map.	row 1700259	
Process issue. Check mapping files and reference data 	Holdings id '004004737' not in hold id map.	row 2070822	
Process issue. Check mapping files and reference data 	Holdings id '005040839' not in hold id map.	row 2281082	
Process issue. Check mapping files and reference data 	Holdings id '005321352' not in hold id map.	row 2298255	
Process issue. Check mapping files and reference data 	Holdings id '005321352' not in hold id map.	row 2298256	
Process issue. Check mapping files and reference data 	Holdings id '005321352' not in hold id map.	row 2298257	
Process issue. Check mapping files and reference data 	Holdings id '005321352' not in hold id map.	row 2298258	
Process issue. Check mapping files and reference data 	Holdings id '005321352' not in hold id map.	row 2298259	
Process issue. Check mapping files and reference data 	Holdings id '005321352' not in hold id map.	row 2298260	
